Date,VAT Quarter,Quarter Number (HMRC),Supplier Name,Description / Memo, Gross Amount (£) , VAT (£) , Net Amount (£) ,Notes
01/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 22,500.80 "," 3,750.13 "," 18,750.67 ",
04/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            BBP," 11,200.40 "," 1,866.73 "," 9,333.67 ",
10/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            BBP," 49,500.50 "," 8,250.08 "," 41,250.42 ",
11/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            BBP," 48,390.56 "," 8,065.09 "," 40,325.47 ",
11/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 6,850.80 "," 1,141.80 "," 5,709.00 ",
15/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 49,500.50 "," 8,250.08 "," 41,250.42 ",
16/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 22,580.90 "," 3,763.48 "," 18,817.42 ",
17/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 22,508.80 "," 3,751.47 "," 18,757.33 ",
18/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 25,805.80 "," 4,300.97 "," 21,504.83 ",
21/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 9,508.80 "," 1,584.80 "," 7,924.00 ",
21/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 2,580.74 ", 430.12 ," 2,150.62 ",
22/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 12,580.58 "," 2,096.76 "," 10,483.82 ",
23/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 2,580.58 ", 430.10 ," 2,150.48 ",
24/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 26,000.00 "," 4,333.33 "," 21,666.67 ",
29/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 49,580.50 "," 8,263.42 "," 41,317.08 ",
30/06/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            BBP," 49,980.90 "," 8,330.15 "," 41,650.75 ",
07/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 32,085.80 "," 5,347.63 "," 26,738.17 ",
08/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            BBP," 49,567.45 "," 8,261.24 "," 41,306.21 ",
09/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 48,500.80 "," 8,083.47 "," 40,417.33 ",
12/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            BBP," 19,500.20 "," 3,250.03 "," 16,250.17 ",
14/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 25,850.00 "," 4,308.33 "," 21,541.67 ",
15/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            BBP," 29,780.45 "," 4,963.41 "," 24,817.04 ",
15/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 15,800.58 "," 2,633.43 "," 13,167.15 ",
16/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            FT ," 35,650.09 "," 5,941.68 "," 29,708.41 ",
20/07/2021,1. May'21 to July'21,Q3 - 2021,SILICON MANAGEMENT CONSULTANTS LTD,SILCON MANAGEMNET     INVOICE            BBP," 35,468.90 "," 5,911.48 "," 29,557.42 ",
04/06/2021,1. May'21 to July'21,Q3 - 2021,SILVER LINE GRAPHICS LIMITED,SILVER LINE GRAPHI    3668               BBP, 237.60 ,, 237.60 ,
18/06/2021,1. May'21 to July'21,Q3 - 2021,UK Force Services Limited,UK FORCE SERVICES     PAY                BBP," 4,950.50 ", 825.08 ," 4,125.42 ",
21/06/2021,1. May'21 to July'21,Q3 - 2021,UK Force Services Limited,UK FORCE SERVICES     PAY                FT ," 23,682.00 "," 3,947.00 "," 19,735.00 ",
19/07/2021,1. May'21 to July'21,Q3 - 2021,UK Force Services Limited,UK FORCE SERVICES     PAY                BBP," 25,000.00 "," 4,166.67 "," 20,833.33 ",
28/07/2021,1. May'21 to July'21,Q3 - 2021,UK Force Services Limited,UK FORCE SERVICES     PAY                FT ," 15,000.00 "," 2,500.00 "," 12,500.00 ",
04/05/2021,1. May'21 to July'21,Q3 - 2021,VERISURE SERVICES,VERISURE SERVICES     G874BM9-207803     DDR, 57.76 ,, 57.76 ,
01/06/2021,1. May'21 to July'21,Q3 - 2021,VERISURE SERVICES,VERISURE SERVICES     G874BM9-207803     DDR, 57.76 ,, 57.76 ,
01/07/2021,1. May'21 to July'21,Q3 - 2021,VERISURE SERVICES,VERISURE SERVICES     G874BM9-207803     DDR, 57.76 ,, 57.76 ,
05/05/2021,1. May'21 to July'21,Q3 - 2021,Wages,BRIAN SMITH           INVOICE 025        FT ," 2,203.36 ",," 2,203.36 ",
07/06/2021,1. May'21 to July'21,Q3 - 2021,Wages,BRIAN SMITH           COMMISSION         FT ," 13,223.62 ",," 13,223.62 ",
07/06/2021,1. May'21 to July'21,Q3 - 2021,Wages,BRIAN SMITH           INVOICE 036        BBP," 2,212.99 ",," 2,212.99 ",
05/07/2021,1. May'21 to July'21,Q3 - 2021,Wages,BRIAN SMITH           INVOICE 38         BBP," 2,329.43 ",," 2,329.43 ",
04/05/2021,1. May'21 to July'21,Q3 - 2021,YOUR COMPANY FORMATION,YOURCOMPANYFORMATI    ON 02 MAY          BDC, 12.98 ,, 12.98 ,
01/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,ACUITY LAW LIMITED,Acuity Law Ltd - Invoice," 22,296.00 "," 3,716.00 "," 18,580.00 ",
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,ALLDAYPA Communication,All Day PA - All Day PA, 332.10 , 55.35 , 276.75 ,
02/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,AVIVA INSURANCE LIMITED,Aviva Insurance Li       ON 01 OCT BDC," 1,700.00 ", -   ," 1,700.00 ",
16/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,BERKELEY ROWE LIMITED,BERKELEY ROWE LIMI       GUARDIANFM LTD FT," 5,000.00 ", 833.33 ," 4,166.67 ",
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,BIFFA WASTE SERVICES LIMITED,Biffa Waste Services - Biffa Waste Services, 297.80 , 49.63 , 248.17 ,
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Capital Protections Ltd,Capital Protection - Capital Protection," 10,470.92 "," 1,745.15 "," 8,725.77 ",
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,COMPLIANCE SECURITY SERVICES LTD,Compliance Security - Compliance Security," 4,550.60 ", 758.43 ," 3,792.17 ",
01/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,EVERSURE INFINITY LTD,Eversure Charged Ltd - Invoice," 52,500.00 "," 8,750.00 "," 43,750.00 ",
01/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,FIRST INSURANCE,First Insurance - Invoice First Insurance," 5,225.24 ", -   ," 5,225.24 ",
24/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ021845880 DD, (426.47), -   , (426.47),
24/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ021845880 DD, 426.47 , 71.08 , 355.39 ,
26/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ022109528 DD, 426.47 , 71.08 , 355.39 ,
26/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ022109528 DD, (426.47), -   , (426.47),
24/07/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ021937753 DD, (426.47), -   , (426.47),
24/07/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ021937753 DD, 426.47 , 71.08 , 355.39 ,
24/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ022013386 DD, 426.47 , 71.08 , 355.39 ,
25/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ022125028 DD, 426.47 , 71.08 , 355.39 ,
24/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MBFIN S0EK23GUJ02        S0EK23GUJ022432232 DD, 426.47 , 71.08 , 355.39 ,
06/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MERCEDES-BENZ CARS UK L MILTON KEYNES, (500.00), -   , (500.00),
06/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MERCEDES-BENZ CARS UK L MILTON KEYNES, 500.00 , 83.33 , 416.67 ,
19/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MERCEDES-BENZ CARS UK L MILTON KEYNES," (9,500.00)", -   ," (9,500.00)",
19/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,MERCEDES-BENZ UK LIMITED,MERCEDES-BENZ CARS UK L MILTON KEYNES," 9,500.00 "," 1,583.33 "," 7,916.67 ",
07/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,O2                       05331910/001 DDR, 57.71 , 9.62 , 48.09 ,
11/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,O2                       GED37460874 DDR, 33.74 , 5.62 , 28.12 ,
06/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,O2                       05331910/001 DDR, 57.71 , 9.62 , 48.09 ,
20/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,O2                       D3885380 DDR, 24.16 , 4.02 , 20.14 ,
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,O2 - O2, 217.55 , 36.26 , 181.29 ,
16/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,SAGE SOFTWARE LTD,SAGE SOFTWARE LTD        PCNHPQC DDR, 172.20 , 28.70 , 143.50 ,
18/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,SAGE SOFTWARE LTD,SAGE SOFTWARE LTD        PCNHPQC DDR, 181.20 , 30.20 , 151.00 ,
16/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,SAGE SOFTWARE LTD,SAGE SOFTWARE LTD        PCNHPQC DDR, 181.20 , 30.20 , 151.00 ,
02/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,THE Ken Rhodes,THE KEN RHODES GRO       RENT/1745 BBP," 4,504.80 ", 750.80 ," 3,754.00 ",
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Wave Tel Ltd,Wavetel Business - Wavetel Business, 427.30 , 71.22 , 356.08 ,
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Xtreme Professional Cleaning Ltd,Xtreme Professional - Xtreme Professional," 32,099.42 "," 5,349.90 "," 26,749.52 ",
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,1Password,1Password - 1Password, 12.39 , 2.06 , 10.33 ,
04/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,A2Z Security Services Ltd,Sent money to AZ Security Limited, 176.00 , -   , 176.00 ,
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,A2Z Security Services Ltd,A2Z Security Ltd - A2Z Security Ltd," 2,441.55 ", 406.92 ," 2,034.63 ",
01/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,AB SALUTE GYM LTD,AB SALUTE                45699BE197251049 DDR, 37.50 , -   , 37.50 ,
01/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,AB SALUTE GYM LTD,AB SALUTE                45699BE197251049 DDR, 37.50 , -   , 37.50 ,
02/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,AB SALUTE GYM LTD,AB SALUTE                45699BE197251049 DDR, 37.50 , -   , 37.50 ,
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,ADOBE ACROBAT,Adobe Acropro - Adobe Acropro, 149.76 , 24.96 , 124.80 ,
27/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,Aeliya Foods Ltd ESSEX,Card transaction of GBP issued by Aeliya Foods Ltd ESSEX, 3.80 , -   , 3.80 ,
07/07/2023,10. Aug'23 to Oct'23,Q4 - 2023,Aldi Stores Limited CLACTON,Card transaction of GBP issued by Aldi Stores Limited CLACTON ON SE, 3.87 , -   , 3.87 ,
01/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,Alliance Facilities Management Limited,Alliance Facility - Invoice," 15,000.00 ", -   ," 15,000.00 ",
01/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,Alliance Facilities Management Limited,Alliance Facility - Invoice," 31,679.97 ", -   ," 31,679.97 ",
01/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Alliance Facilities Management Limited,Alliance Facility - Alliance Facility," 19,261.63 "," 3,210.27 "," 16,051.36 ",
01/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Alliance Facilities Management Limited,Alliance Facility - Iinvoice," 15,961.84 "," 2,660.31 "," 13,301.53 ",
01/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Alliance Facilities Management Limited,Alliance Facility - Invoice," 8,942.80 "," 1,490.47 "," 7,452.33 ",
27/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,AMAZON,AMZNMKTPLACE            LONDON, 79.99 , 13.33 , 66.66 ,
12/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,AMAZON,AMZNMktplace             ON 11 SEP BDC, 199.99 , 33.17 , 166.82 ,
06/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,AMAZON,AMZNMktplace             ON 05 OCT BDC, 15.99 , -   , 15.99 ,
09/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,AMAZON,AMZNMktplace             ON 08 OCT BDC, 25.99 , -   , 25.99 ,
16/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,AMAZON,AMZNMktplace             ON 14 OCT BDC, 20.00 , -   , 20.00 ,
16/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,AMAZON,AMZNMktplace             ON 14 OCT BDC, 9.99 , -   , 9.99 ,
26/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,AMAZON,AMAZON SHOP WITH POINTS CREDIT, (79.99), (13.33), (66.66),
27/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,APEX WINDOWS,APEX WINDOWS             APEX WINDOWS LU1 FT, 167.00 , 27.83 , 139.17 ,
07/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Apple,APPLE.COM/BILL        IRELAND   ON 04 AUG BDC, 79.99 , 13.33 , 66.66 ,
23/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Apple,APPLE.COM/BILL        IRELAND   ON 21 OCT BDC, 11.99 , 2.00 , 9.99 ,
03/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Apple,APPLE.COM/BILL        IRELAND   ON 02 AUG BDC, 8.99 , 1.50 , 7.49 ,
04/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Apple,APPLE.COM/BILL        IRELAND   ON 02 SEP BDC, 8.99 , 1.50 , 7.49 ,
03/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Apple,APPLE.COM/BILL        IRELAND   ON 02 OCT BDC, 8.99 , 1.50 , 7.49 ,
09/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,ARGOS LTD,Card transaction of GBP issued by Argos Ltd CLACTON ON SE, 95.00 , 15.83 , 79.17 ,
01/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,Assets service fee,GBP Assets service fee, 0.06 , -   , 0.06 ,
01/07/2023,10. Aug'23 to Oct'23,Q4 - 2023,Assets service fee,GBP Assets service fee, 0.17 , -   , 0.17 ,
01/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Assets service fee,GBP Assets service fee, 0.15 , -   , 0.15 ,
01/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Assets service fee,GBP Assets service fee, 0.15 , -   , 0.15 ,
01/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Assets service fee,GBP Assets service fee, 0.79 , -   , 0.79 ,
31/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,ATLANTIC HOTEL,ATLANTIC HOTEL           ON 30 AUG BDC," 1,594.62 ", -   ," 1,594.62 ",
08/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,B&Q LIMITED,B & Q 1257               ON 07 SEP BDC, 217.70 , 36.28 , 181.42 ,
08/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,B.b Fatima Cash And Ca ILFORD,Card transaction of GBP issued by B.b Fatima Cash And Ca ILFORD, 11.09 , -   , 11.09 ,
23/03/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-645672346, 0.14 , -   , 0.14 ,
03/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-660910823, 0.52 , -   , 0.52 ,
04/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-662329980, 2.81 , -   , 2.81 ,
17/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-679477373, 0.23 , -   , 0.23 ,
17/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-679820873, 0.07 , -   , 0.07 ,
23/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-688671194, 0.14 , -   , 0.14 ,
13/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-717350344, 0.47 , -   , 0.47 ,
17/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-723753243, 0.08 , -   , 0.08 ,
23/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-733332548, 0.14 , -   , 0.14 ,
14/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-768436156, 0.48 , -   , 0.48 ,
17/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-774119699, 0.08 , -   , 0.08 ,
23/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-784860065, 0.13 , -   , 0.13 ,
13/07/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-819765921, 0.47 , -   , 0.47 ,
17/07/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-827742248, 0.08 , -   , 0.08 ,
26/07/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-843950632, 0.13 , -   , 0.13 ,
04/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,CHARGES               COMMISSION FOR   PERIOD, 8.50 , -   , 8.50 ,
14/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Revolut**7509*           ON 12 AUG BDC, 1.78 , -   , 1.78 ,
16/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-884422026, 0.48 , -   , 0.48 ,
17/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-886674022, 0.08 , -   , 0.08 ,
23/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-898995002, 0.13 , -   , 0.13 ,
05/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,CHARGES               COMMISSION FOR   PERIOD, 8.50 , -   , 8.50 ,
13/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Revolut**7509*           ON 12 SEP BDC, 7.08 , -   , 7.08 ,
14/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-943132721, 0.49 , -   , 0.49 ,
17/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-948827986, 0.09 , -   , 0.09 ,
23/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-961770345, 0.14 , -   , 0.14 ,
05/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,CHARGES               COMMISSION FOR   PERIOD, 8.50 , -   , 8.50 ,
10/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,Bank Charges,Wise Charges for: CARD-996981934, 0.56 , -   , 0.56 ,
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,BARK.COM GLOBAL LIMITED,Bark.com - Bark.com, 179.82 , 29.97 , 149.85 ,
21/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,BELGIAN CHIP STATION LTD,Card transaction of GBP issued by Belgian Chip Station Southend-on-S, 4.50 , -   , 4.50 ,
21/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,BELGIAN CHIP STATION LTD,Card transaction of GBP issued by Belgian Chip Station Southend-on-S, 6.37 , -   , 6.37 ,
21/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,BELGIAN CHIP STATION LTD,Card transaction of GBP issued by Belgian Chip Station Southend-on-S, 1.50 , -   , 1.50 ,
14/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,BLUE BIRD HOUSING LTD,BLUE BIRD HOUSING        TX243 STO," 1,458.33 ", 243.06 ," 1,215.27 ",
12/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,BLUE BIRD HOUSING LTD,BLUE BIRD HOUSING        TX243 STO," 1,458.33 ", 243.06 ," 1,215.27 ",
12/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,BLUE BIRD HOUSING LTD,BLUE BIRD HOUSING        TX243 STO," 1,458.33 ", 243.06 ," 1,215.27 ",
24/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,BOOTS UK LIMITED,"Card transaction of GBP issued by Boots, LONDON", 4.80 , 0.80 , 4.00 ,
14/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,BRITANNIA PARKING LIMITED,Card transaction of GBP issued by Britannia Parking ROMFORD, 1.50 , 0.25 , 1.25 ,
01/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,British Red Cross,BRITISH RED CROSS        AS8788335 DDR, 10.00 , -   , 10.00 ,
01/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,British Red Cross,BRITISH RED CROSS        AS8788335 DDR, 10.00 , -   , 10.00 ,
02/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,British Red Cross,BRITISH RED CROSS        AS8788335 DDR, 10.00 , -   , 10.00 ,
13/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,Burger King,Card transaction of GBP issued by Burger King Rivington BOLTON, 3.29 , -   , 3.29 ,
14/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,Burger King,Card transaction of GBP issued by Burger King STANSTED, 8.34 , -   , 8.34 ,
07/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,Cafe Ila ILFORD,Card transaction of GBP issued by Cafe Ila ILFORD, 3.20 , -   , 3.20 ,
23/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,Car Park Charges EDINBURGH,Card transaction of GBP issued by Car Park Charges EDINBURGH, 1.50 , 0.25 , 1.25 ,
31/10/2023,10. Aug'23 to Oct'23,Q4 - 2023,CASTLE WATER LTD,Castle Water Ltd - Castle Water Ltd, 148.72 , -   , 148.72 ,
12/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,CDER GROUP LIMITED,CDER GROUP LIMITED       ON 11 SEP BDC," 1,839.45 ", -   ," 1,839.45 ",
17/03/2023,10. Aug'23 to Oct'23,Q4 - 2023,ChatGPT,Card transaction of USD issued by Chatgpt Subscription +, 16.49 , -   , 16.49 ,
17/04/2023,10. Aug'23 to Oct'23,Q4 - 2023,ChatGPT,Card transaction of USD issued by Chatgpt Subscription +, 16.12 , -   , 16.12 ,
17/05/2023,10. Aug'23 to Oct'23,Q4 - 2023,ChatGPT,Card transaction of USD issued by Chatgpt Subscription +, 19.24 , -   , 19.24 ,
17/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,ChatGPT,Card transaction of USD issued by Chatgpt Subscription +, 18.71 , -   , 18.71 ,
17/07/2023,10. Aug'23 to Oct'23,Q4 - 2023,ChatGPT,Card transaction of USD issued by Chatgpt Subscription +, 18.38 , -   , 18.38 ,
17/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,ChatGPT,Card transaction of USD issued by Chatgpt Subscription +, 18.79 , -   , 18.79 ,
17/09/2023,10. Aug'23 to Oct'23,Q4 - 2023,ChatGPT,Card transaction of USD issued by Chatgpt Subscription +, 19.38 , -   , 19.38 ,
16/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,Chopstix - Romford,Card transaction of GBP issued by Chopstix WALTHAMSTOW, 20.57 , -   , 20.57 ,
29/08/2023,10. Aug'23 to Oct'23,Q4 - 2023,Chopstix - Romford,Card transaction of GBP issued by Chopstix ROMFORD, 12.69 , -   , 12.69 ,
12/06/2023,10. Aug'23 to Oct'23,Q4 - 2023,CitiPark Clements Road,Card transaction of GBP issued by Citipark Clements Rd ILFORD, 1.20 , 0.20 , 1.00 ,
