Site Name,Address,City,Postcode,Latitude,Longitude,Client Name,Client Contact,Client Email,Client Phone,Contract Reference,Notes
Tesco Barrow 2096 LA14 2NE,B M Retail Ltd Hindpool Road Barrow in Furness Cumbria,Barrow in Furness,LA14 2NE,54.112273,-3.234994,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,44 (0) 845 299 7399,,
Aldi Canterbury Sturry road CT1 1FX,B Q PLC Sturry Road Canterbury Kent,Canterbury,CT1 1FX,51.28857803,1.098874092,Amberstone Security Ltd,,controlroom@amberstone.co.uk,,,
Waterstones Victoria Centre 37 Mostyn St Llandudno LL30 2NG,Badgers Cafe Unit 27 Victoria Centre Mostyn Street Llandudno Gwynedd,Llandudno,LL30 2NG,53.322657,-3.830123,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
DSG Avonmouth Bristol DC BS35 4GG,Baxter Storey Avonmouth Trading Estate Severn Beach Bristol Gloucestershire,Bristol,BS35 4GG,51.54910278,-2.649310112,Amberstone Security Ltd,,controlroom@amberstone.co.uk,,,
Matalan Rose Kiln Ln Reading RG2 0SN,Bensons Beds Rose Kiln Lane Reading Berkshire,Reading,RG2 0SN,51.44446945,-0.977823079,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Biffa Merthyr Tydfil CF48 4AB,Biffa Waste Services Ltd Trecatti Landfill Site Pant y Waun Merthyr Tydfil Mid Glamorgan,Merthyr Tydfil,CF48 4AB,51.760506,-3.321411,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Matalan Northampton Tyne Road 61 Weedon Road Industrial Estate Tyne Rd Northampton NN5 5AF,Body Mek Tyne Road Weedon Road Industrial Estate Northampton Northamptonshire,Northampton,NN5 5AF,52.23922348,-0.927141726,Amberstone Security Ltd,,attila.ceko@amberstone.co.uk,07392 879 847,,
JD Sports Croydon Valley Retail Park,Boots the Chemists Ltd Unit F 10 Daniell Way Croydon Surrey,Croydon,CR0 4YJ,51.378927,-0.127691,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
TK Maxx Staines TW18 4WB,Boots the Chemists Ltd Unit S3 Two Rivers Retail Park Mustard Mill Road Staines upon Thames Surrey,Staines upon Thames,TW18 4WB,51.4357,-0.512396,Amberstone Security Ltd,,jerome.francourt@amberstone.co.uk,,,
Dunelm Peterborough Bourges Boulevard PE1 2HS,Brantano Footwear The Boulevard Retail Park Maskew Avenue Peterborough Cambridgeshire,Peterborough,PE1 2HS,52.59685898,-0.263817996,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Currys Sydenham UNIT 5 BELL GREEN RETAIL PARK SYDENHAM SE26 4PR,British Telecom Alexander Graham Bell House 1 Lochside View Edinburgh,Edinburgh,SE26 4PR,51.43093599,-0.033402444,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Aldi Bristol Horfield BS7 9NZ,Brookland Mailing Services Ltd Unit B Petherbridge Way Horfield Bristol,Bristol,BS7 9NZ,51.4824295,-2.575515032,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
JD Sports London Bond Street oxford street W1C 2JS,Burton Menswear West One Shopping Centre 381 Oxford Street London,London,W1C 2JS,51.5138092,-0.149625689,Amberstone Security Ltd,,jerome.francourt@amberstone.co.uk,7483459835,,
Superdry Head Office Cheltenham Unit 60 The Runnings Cheltenham GL51 9NW,C Retail Ltd Unit 60 The Runnings Cheltenham Gloucestershire,Cheltenham,GL51 9NW,51.919843,-2.097389,Amberstone Security Ltd,,"	jerome.francourt@amberstone.co.uk",,,
Halfords Reading Winnersh Reading Rd RG41 5HH,Cafe Express 1 Gazelle Close Winnersh Wokingham Berkshire,Wokingham,RG41 5HH,51.435591,-0.894335,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Aldi Otford Road Sevenoaks TN14 5EG,Carpetright PLC Otford Road Sevenoaks Kent,Sevenoaks,TN14 5EG,51.295145,0.191643,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Aldi Swansea Parc SA1 2AS,Carpetright PLC Unit 3 Parc Tawe Swansea West Glamorgan,Swansea,SA1 2AS,51.62203598,-3.938593864,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
co op Midcounties shropshire SY4 5NY,Co Op Morris Central Shopping Park Wem Shrewsbury Shropshire,Shrewsbury,SY4 5NY,52.855024,-2.72224,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,01763 258 328,,
Cotswold Outdoor Bournemouth BH9 3JS,Cotswold Camping Castle Lane West Bournemouth Dorset,Bournemouth,BH9 3JS,50.759896,-1.871424,Amberstone Security Ltd,,jerome.francourt@amberstone.co.uk,,,
Dunelm Cheltenham Centrum Retail Park GL51 9FD,Cotswold Collections Unit 3 Centrum Park Tewkesbury Road Cheltenham Gloucestershire,Cheltenham,GL51 9FD,51.91359983,-2.097189709,Amberstone Security Ltd,,controllers@amberstone.co.uk,,,
Pret Birmingham Selfridges Birmingham Upper Mall East B5 4BP,Eds Easy Diner The Bullring Birmingham West Midlands,Birmingham,B5 4BP,52.477846,-1.892916,Amberstone Security Ltd,,control@amberstone.co.uk,,,
Dunelm Cambridge Newmarket Road CB5 8JL,Flat 1 32 Southampton Street London,London,CB5 8JL,52.21038055,0.146130159,Amberstone Security Ltd,,Matt.Nuza@amberstone.co.uk,,,
Printworks Apartment Western way Exeter EX12ZT,Flat D1 The Printworks Western Way Exeter Devon,Exeter,EX12ZT,50.726239,-3.522213,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Next Glen House Glen House 200 208 Tottenham Court Road W1T 7PL,Ignition One Uk Glen House 200 208 Tottenham Court Road London,London,W1T 7PL,51.52075577,-0.134180084,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Matalan Portsmouth Station Street PO1 1BE,Matalan Retail Ltd Station Street Portsmouth Hampshire,Portsmouth,PO1 1BE,50.79851532,-1.088083744,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Morrisons Wells Parkwood Estate BA5 1SQ,Morrisons East Somerset Way Wells Somerset,Wells,BA5 1SQ,51.20454407,-2.648211002,Amberstone Security Ltd,,nathan.purcell@amberstone.co.uk,,,
NBS Nationwide Swindon Wiltshire SN3 1TA,Nationwide Bldg Soc Nationwide House Pipers Way Swindon Wiltshire,Swindon,SN3 1TA,51.54042053,-1.776701331,Amberstone Security Ltd,,jerome.francourt@amberstone.co.uk,,,
Amazon Gloucester GL2 2BY,Procook Gateway 12 Business Park Hardwicke Gloucester Gloucestershire,Gloucester,GL2 2BY,51.8121968,-2.2759198,Amberstone Security Ltd,,controlroom@amberstone.co.uk,+44 (0) 845 299 7399,,
Tesco Lincoln Wragby Road LN2 4QQ,Tesco 186 Wragby Road Lincoln Lincolnshire,Lincoln,LN2 4QQ,53.23888016,-0.515361011,Amberstone Security Ltd,,controlroom@amberstone.co.uk,,,
Tesco DC Magor NP26 3TS,Tesco Distribution Europark Llandavenny Magor Caldicot Newport,Caldicot,NP26 3TS,51.57282066,-2.858485248,Amberstone Security Ltd,,controlroom@amberstone.co.uk,,,
Dunelm Milton Keynes SnowdonMK6 1AJ,The Range 4a Snowdon Drive Winterhill Milton Keynes Buckinghamshire,Milton Keynes,MK6 1AJ,52.02747345,-0.764667273,Amberstone Security Ltd,,Matt.Nuza@amberstone.co.uk,,,
Gap Reading Broad StreetRG1 2AX,The Range 4a Snowdon Drive Winterhill Milton Keynes Buckinghamshire,Milton Keynes,RG1 2AX,51.45537567,-0.972829998,Amberstone Security Ltd,,Matt.Nuza@amberstone.co.uk,,,
WH Smith Henley on Thames RG9 2BW,W H Smith Ltd 27 Bell Street Henley on Thames Oxfordshire,Henley on Thames,RG9 2BW,51.5383606,-0.905256867,Amberstone Security Ltd,,jerome.francourt@amberstone.co.uk,,,
Wilko Depot Magor DC2 Europark Llandevenny Caldicot NP26 3WN,Wilkinson Ltd Europark Llandavenny Magor Caldicot Newport,Caldicot,NP26 3WN,51.575011,-2.867228,Amberstone Security Ltd,,controlroom@amberstone.co.uk,07392 879 847,,
Morrisons Plymouth Outland Road PL3 5UQ,Wm Morrison Supermarkets PLC 282 Outland Road Plymouth Devon,Plymouth,PL3 5UQ,50.39657211,-4.140194416,Amberstone Security Ltd,,nathan.purcell@amberstone.co.uk,,,
Morrisons Exeter Prince Charles Road EX4 7BY,Wm Morrison Supermarkets PLC 282 Outland Road Plymouth Devon,Plymouth,EX4 7BY,50.73368454,-3.502871037,Amberstone Security Ltd,,controlroom@amberstone.co.uk,,,
Aldi Rhyl Marina Quay LL18 1LQ,Aldi Rhyl Marina Quay LL18 1LQ,,LL18 1LQ,0,0,Amberstone Security Ltd,,jennifer.scalise@amberstone.co.uk,,,
Wilko Weymouth 1012 Westham Road DT4 8NP,Wilko Weymouth 1012 Westham Road DT4 8NP,,DT4 8NP,0,0,Amberstone Security Ltd,,controlroom@amberstoneguarding.co.uk,,,
Balfour Beatty Swynnerton Compound A51 Swynnerton compound What3Words upsetagentporch ST15OQS,1 Cliffords Wood Bungalows Cliffords Wood Swynnerton Stone Staffordshire,Stone,ST15 0QS,52.928355,-2.23501,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Re D S Smith 55 Ely road Queen Adelaide Ely Cambridgeshire CB7 4TZ,1 Ely Road Queen Adelaide Ely Cambridgeshire,Ely,CB7 4TZ,52.40864563,0.294848919,Atlian Servest,,controllers.gb.servest@atalianworld.com,4.47E+11,,
Balfour Beatty Swynnerton Compound ST15 OQS,1 Hatton Manor Hatton Cotes Heath Stafford Staffordshire,Stafford,ST21 6SD,52.930389,-2.255074,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Estuary Commerce Estuary Banks Liverpool L24 8RD,1 Hercules Drive Speke Liverpool Merseyside,Liverpool,L24 8AD,53.3442421,-2.87562871,Atlian Servest,,alan.soutar@atalianworld.com,,,
First Street Anne Horniman Street Manchester M15 4FN,1 Tony Wilson Place Manchester,Manchester,M15 4FN,53.472824,-2.246523,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
6 Wellington Place Leeds LS1 4AP,1 Wellington Place Leeds West Yorkshire,Leeds,LS1 4AP,53.795472,-1.555728,Atlian Servest,,controllers.gb.servest@atalianworld.com,7824015813,,
LMJV Curzon Street Fazeley Street Birmingham B5 5QS,10 New Bartholomew Street Birmingham West Midlands,Birmingham,B5 5QS,52.47951508,-1.888804197,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Toronto Street Leeds LS1 2HU,10 Quebec Street Leeds West Yorkshire,Leeds,LS1 2HA,53.79667282,-1.549366117,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Q8 Quorum Business Park Benton Lane Newcastle NE12 8RU,100 West Farm Avenue Newcastle upon Tyne Tyne and Wear,Newcastle upon Tyne,NE12 8RU,55.0125897,-1.592068045,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
D S Smith Burscough 7 Red Cat Lane Burscough Ormskirt L40 0RA,11 Red Cat Lane Burscough Ormskirk Lancashire,Ormskirk,L40 0RA,53.606988,-2.841798,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Hartlebury Trading estate Walton Rd Kidderminster,115 Hartlebury Trading Estate Kidderminster Worcestershire,Kidderminster,DY10 4JB,52.32688148,-2.212565369,Atlian Servest,,controllers.gb.servest@atalianworld.com,7436362139,,
Paradigm 3175 Century Way Leeds LS15 8GB,1255 Century Way Thorpe Park Leeds Yorkshire,Leeds,LS15 8ZB,53.79665156,-1.42663435,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Stockport Exchange Public Realm Grand Central Station Road Stockport Greater Manchester SK1 3TA,13 Grand Central Square Wellington Road South Stockport Cheshire,Stockport,SK1 3TA,53.40691376,-2.160927534,Atlian Servest,,controllers.gb.servest@atalianworld.com,7436362139,,
Pegasus House 17 Burleys Way Leicester LE1 3BH,19 Burleys Way Leicester Leicestershire,Leicester,LE1 3BE,52.6400706,-1.1343571,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Tesco Hinckley DC Hinckley LE10 3BZ,1B Dodwells Road Hinckley Leicestershire,Hinckley,LE10 3BZ,52.5372617,-1.4115738,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Student Loans Company Memphis Lingfield Point McMullen Road Darlington DL1 1RW,20 Lingfield Point Darlington County Durham,Darlington,DL1 1RW,54.52824402,-1.513786435,Atlian Servest,,controllers.gb.servest@atalianworld.com,7436362139,,
101 Old Hall 101 Old Hall Street Liverpool L3 9BD,2801 Beetham Tower Old Hall Street Liverpool Merseyside,Liverpool, L3 9BD,53.410732,-2.997389,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
CBRE Newhall Street 35 Newhall street Birmingham B3 3PU,29 Newhall Street Birmingham West Midlands,Birmingham,B3 3PU,52.48192596,-1.902212381,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Balfour Beatty Elton Interchange TS21 1AD,3 Darlington Road Elton Stockton on Tees County Durham,Stockton on Tees,TS21 1AD,54.552177,-1.364768,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
St Pauls Square 4 St Pauls Square Liverpool L3 9SJ,3 St Pauls Square Liverpool Merseyside,Liverpool,L3 9SJ,53.41008377,-2.99397707,Atlian Servest,,controllers.gb.servest@atalianworld.com,7824015813,,
The Pinnacle Lower Third Street Midsummer Boulevard Milton Keynes MK9 1FF,3C Design Partnership Ltd The Pinnacle 160 Midsummer Boulevard Milton Keynes Buckinghamshire,Milton Keynes,MK9 1FF,52.03647614,-0.767830491,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
CBRE Priory Court 35 Bull St Birmingham B4 6AF,41 Bull Street Birmingham West Midlands,Birmingham,B4 6AF,52.481749,-1.896893,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Leeds Valley Park LS10 1AB,5 Savannah Way Leeds Valley Park Leeds West Yorkshire,Leeds,LS10 1AB,53.761736,-1.506972,Atlian Servest,,controllers.gb.servest@atalianworld.com,7436227326,,
Walworth Business Park 89 Flinders Close Andover SP10 5AF,54 South Way Andover Hampshire,Andover,SP10 5AF,51.21521664,-1.451847577,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
CBRE 6 East Parade Leeds LS1 2AD,6 East Parade Leeds West Yorkshire,Leeds,LS1 2AD,53.7984737,-1.549507,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Ocado Remus Building Unit K City Park Swiftfields Welwyn Garden City AL7 1LY,6 Swiftfields Welwyn Garden City Hertfordshire,Welwyn Garden City,AL7 1LY,51.80319595,-0.188696086,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
DEFRA Thames Barrier Eastmoor St London SE7 8LX,61 Eastmoor Street London,London,SE7 8LX,51.49203491,0.039256174,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Tesco Widnes DC Desoto Road Westbank Industrial Estate Widnes WA8 0PB,A B D Builders Desoto Road West Bank Dock Estate Widnes Cheshire,Widnes,WA8 0PB,53.35247803,-2.746746063,Atlian Servest,,christian.moore@atalianworld.com,1284770111,,
Ocado CFC Erith,A D M Erith Ltd Erith Oil Works Church Manorway Erith Kent,Erith,DA8 1DL,51.49285889,0.167708755,Atlian Servest,,controllers.gb.servest@atalianworld.com,1284770111,,
Primark Magna Park Unit 425 Argosy Way Lutterworth LE17 4XN,A R M Personnel Ltd Solar Building Hunter Boulevard Magna Park Lutterworth Leicestershire,Lutterworth,LE17 4XN,52.46050378,-1.249813107,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Heywood Distribution Park Pilsworth Rd OL10 2TT,A S Services P17 Parklands Heywood Distribution Park Heywood Lancashire,Heywood,OL10 2TT,53.580948,-2.238614,Atlian Servest,,controllers.gb.servest@atalianworld.com,4.48E+11,,
Delphi Stonehouse Brunel Way Stonehouse GL10 3SX,Abacus Upholstery Contracts Ltd Unit 10 Springfield Business Centre Brunel Way Stroudwater Business Park Stonehouse Gloucestershire,Stonehouse,GL10 3SX,51.750464,-2.301277,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
D S Smith Kettering Cromwell House Latimer Park Kettering Northamptonshire NN15 5YZ,Abbey Board Cromwell House Altendiez Way Burton Latimer Kettering Northamptonshire,Kettering,NN15 5YZ,52.371095,-0.685348,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Castle Chambers 43 Castle Street Liverpool L2 9SH,Abm Fire Security Systems Ltd Castle Chambers 43 Castle Street Liverpool Merseyside,Liverpool,L2 9SH,53.40604501,-2.990001285,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
McCain Hull Freightliner Road Hull HU3 4UR,Access Hire Ltd Freightliner Road Hull Yorkshire,Hull,HU3 4UR,53.73221943,-0.378324487,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Royal Liver building Pierhead Liverpool L3 1HU,Adept Lifestyle Ltd Suite 10 12 Mezzanine Floor Royal Liver Building Pier Head Liverpool Merseyside,Liverpool,L3 1HU,53.40598679,-2.995897293,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Royal Liver Building Pier Head Liverpool L3 1HU,Adept Lifestyle Ltd Suite 10 12 Mezzanine Floor Royal Liver Building Pier Head Liverpool Merseyside,Liverpool,L3 1HU,53.40598679,-2.995897293,Atlian Servest,,controllers.gb.servest@atalianworld.com,0208 591 7497,,
Cushman Wakefield Huawei The Spicers Site Sawston Cambridge CB22 3JG,Advent Bioservices Ltd Advent Sawston Business Park Sawston Cambridge Cambridgeshire,Cambridge,CB22 3JG,52.120874,0.158171,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Canada House 3 Chepstow St Manchester M1 5FW,Age Concern Canada House 3 Chepstow Street Manchester,Manchester, M1 5FW,53.474872,-2.244045,Atlian Servest,,controllers.gb.servest@atalianworld.com,7436362139,,
Nielson House John Smith Drive OX4 2WB,Agilityworks Ltd 3140 John Smith Drive Oxford Business Park South Oxford Oxfordshire,Oxford,OX4 2WB,51.72799301,-1.20756495,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
CBRE Estuary Commerce Park Liverpool L24 8RB,Allergan Biologics Ltd 12 Estuary Banks Speke Liverpool Merseyside,Liverpool,L24 8RB,53.345613,-2.872577,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
CBRE Cheadle Royal Cheadle Royal Business Park Stockport SK8 3FS,Amec Developments Ltd The Management Information Centre Royal Crescent Cheadle Cheshire,Cheadle,SK8 3FS,53.37749481,-2.221650362,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Ocado Bristol Access 18 Kings Weston Lane Bristol BS11 8HT,Antalis Ltd Unit 1 Access 18 Bristol,Bristol,BS11 8HT,51.510588,-2.682996,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Property Partners 1 2 Colton Square Colton Street Leicester LE1 1QH,Apartment 1 3 Colton Square Leicester Leicestershire,Leicester,LE1 1QH,52.6338045,-1.1265811,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
St Pauls Car Park Liverpool L3 9RY,Apartment 1 3 St Pauls Square Liverpool Merseyside,Liverpool,L3 9RY,53.41054961,-2.99418276,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Brotherhood retail park Brotherhood close Peterbrough Cambridgeshire PE4 6ZR,Asda Living Unit C Brotherhood Shopping Park Peterborough Cambridgeshire,Peterborough,PE4 6ZR,52.5991478,-0.266208053,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
The Windmill Shopping Park Smethwick Birmingham B66 3PR,Asda Stores Limited Cape Hill Smethwick West Midlands,Smethwick,B66 3PR,52.48748,-1.960694,Atlian Servest,,controllers.gb.servest@atalianworld.com,4.47E+11,,
City Point 29 Kings Street Leeds LS1 2HL,Ashcourt Rowan PLC City Point 29 King Street Leeds West Yorkshire,Leeds,LS1 2HL,53.7976569,-1.5504467,Atlian Servest,,david.lines@atalianworld.com,,,
Weetabix Burton Latimer Weetabix Mills Station Road Burton NN15 5JR,Atalian Servest Food Company Station Road Burton Latimer Kettering Northamptonshire,Kettering,NN15 5JR,52.364537,-0.695661,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
CBRE Port of Liverpool Building POLB Port of Liverpool Building Brunswick Street Liverpool L3 1BY,Austin Smith Lord LLP Port of Liverpool Building Pier Head Liverpool Merseyside,Liverpool,L3 1BY,53.40423584,-2.994427443,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Tesco Banks Q8 Quorum Business Park Newcastle upon Tyne NE12 8BU,Autonomous F M Ltd Q11 Quorum Business Park Benton Lane Newcastle Upon Tyne Northumberland,Newcastle Upon Tyne,NE12 8BU,55.0223679,-1.5775664,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
401 Grafton Gate East Midsummer Boulevard Milton Keynes MK9 1AQ,B P P Professional Education Ground Floor Eastreet Wing Milton Keynes Buckinghamshire,Milton Keynes,MK9 1AQ,52.0359879,-0.7689329,Atlian Servest,,controllers.gb.servest@atalianworld.com,7436362139,,
Caxton Way Thetford IP24 3SE,Baxter Healthcare Ltd Caxton Way Thetford Norfolk,Thetford,IP24 3SE,52.408978,0.727283,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Student Loans Company The Studios DL1 1AS,Baxterstorey Lingfield Point Darlington County Durham,Darlington,DL1 1AS,54.5282573,-1.5168844,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Ocado Bicester Symmetry Park Ambrosden Bicester OX26 6GF,Bentley Designs UK Ltd Unit A1 Symmetry Park Morrell Way Bicester Oxfordshire,Bicester,OX26 6GF,51.88050751,-1.123426189,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
101 Cambridge Science Park Cambridge CB4 0FY,Broadcom Europe Ltd 101 Milton Road Cambridge Cambridgeshire,Cambridge,CB4 0FY,52.2324295,0.149624556,Atlian Servest,,controllers.gb.servest@atalianworld.com,4.47E+11,,
1 Cutler St Ipswich IP1 1UQ,Buck Consultants Ltd St Vincent House 1 Cutler Street Ipswich Suffolk,Ipswich,IP1 1UQ,52.053941,1.152007,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Shepherd White Street Low Yard Walker Newcastle NE6 3PJ,Building Futures East White Street Newcastle upon Tyne Tyne and Wear,Newcastle upon Tyne,NE6 3PJ,54.97473145,-1.538483977,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
Gangway Neptune Energy Park Fisher Street Walker Newcastle NE6 4LY,Clipper Windpower Marine Ltd Neptune Building Renewable Energy Park Fisher Street Newcastle upon Tyne Tyne and Wear,Newcastle upon Tyne,NE6 4LY,54.97782898,-1.535636187,Atlian Servest,,controllers.gb.servest@atalianworld.com,,,
